"label"	"p1"	"p2"	"score"
"pos"	"X requir Y"	"Y treat X"	"0.0"
"pos"	"X indic for Y"	"X develop for Y"	"0.0"
"pos"	"X contain Y"	"X combin with Y"	"0.0"
"pos"	"X turn into Y"	"X lead to Y"	"0.0"
"pos"	"X prescrib for Y"	"X requir for Y"	"0.0"
"pos"	"X be with Y"	"Y character by X"	"0.0"
"pos"	"X character by Y"	"X begin with Y"	"0.0"
"pos"	"X character by Y"	"X give to Y"	"0.0"
"pos"	"X associ with Y"	"X progress to Y"	"0.0"
"pos"	"X control Y"	"Y treat with X"	"0.0"
"pos"	"X result in Y"	"Y occur from X"	"0.0"
"pos"	"X manifest as Y"	"X associ with Y"	"0.0"
"pos"	"X suggest Y"	"X caus by Y"	"0.0"
"pos"	"X caus Y"	"X induc Y"	"0.0"
"pos"	"X suggest Y"	"Y begin with X"	"0.0"
"pos"	"X reduc Y"	"X prevent Y"	"0.0"
"pos"	"X associ with Y"	"X develop into Y"	"0.0"
"pos"	"X accompani by Y"	"X present with Y"	"0.0"
"pos"	"X mistak for Y"	"X confus with Y"	"0.0"
"pos"	"X elimin Y"	"X erad Y"	"0.0"
"pos"	"X give to Y"	"Y give X"	"0.0"
"pos"	"X present as Y"	"Y indic X"	"0.0"
"pos"	"X isol from Y"	"X obtain from Y"	"0.0"
"pos"	"X suggest Y"	"Y occur with X"	"0.0"
"pos"	"X licens for Y"	"X recommend for Y"	"0.0"
"pos"	"X respond with Y"	"X treat with Y"	"0.0"
"pos"	"X indic Y"	"X caus by Y"	"0.0"
"pos"	"X lead to Y"	"X precipit Y"	"0.0"
"pos"	"X reserv for Y"	"Y requir X"	"0.0"
"pos"	"X caus Y"	"X give to Y"	"0.0"
"pos"	"X give Y"	"X prescrib for Y"	"0.0"
"pos"	"X result from Y"	"X attribut to Y"	"0.0"
"pos"	"X attribut to Y"	"Y caus X"	"0.0"
"pos"	"X produc Y"	"X suggest Y"	"0.0"
"pos"	"X affect by Y"	"Y kill X"	"0.0"
"pos"	"X contain Y"	"Y us as X"	"0.0"
"pos"	"X prevent by Y"	"X cure by Y"	"0.0"
"pos"	"X convert into Y"	"X convert to Y"	"0.0"
"pos"	"X control with Y"	"Y decreas X"	"0.0"
"pos"	"X elimin Y"	"Y control with X"	"0.0"
"pos"	"X order for Y"	"X indic for Y"	"0.0"
"pos"	"X cover Y"	"X be against Y"	"0.0"
"pos"	"X produc Y"	"X make Y"	"0.0"
"pos"	"X caus by Y"	"X relat to Y"	"0.0"
"pos"	"X transmit by Y"	"X transmit through Y"	"0.0"
"pos"	"X develop after Y"	"X follow Y"	"0.0"
"pos"	"X prescrib for Y"	"X help Y"	"0.0"
"pos"	"X cure Y"	"Y control with X"	"0.0"
"pos"	"X confound with Y"	"X differ from Y"	"0.0"
"pos"	"X character by Y"	"Y find in X"	"0.0"
"pos"	"X manufactur Y"	"X releas Y"	"0.0"
"pos"	"X give for Y"	"Y respond to X"	"0.0"
"pos"	"X allevi Y"	"X help Y"	"0.0"
"pos"	"X produc Y"	"Y induc by X"	"0.0"
"pos"	"X spread by Y"	"X transmit by Y"	"0.0"
"pos"	"X occur with Y"	"Y caus by X"	"0.0"
"pos"	"X be for Y"	"Y achiev with X"	"0.0"
"pos"	"X produc by Y"	"Y produc X"	"0.0"
"pos"	"X be in Y"	"Y receiv X"	"0.0"
"pos"	"X give Y"	"X lead to Y"	"0.0"
"pos"	"X inject into Y"	"X penetr Y"	"0.0"
"pos"	"X take Y"	"Y give to X"	"0.0"
"pos"	"X take for Y"	"X us for Y"	"0.0"
"pos"	"X respond to Y"	"Y kill X"	"0.0"
"pos"	"X prescrib for Y"	"Y treat with X"	"0.0"
"pos"	"X present with Y"	"X character by Y"	"0.0"
"pos"	"X treat by Y"	"X prevent by Y"	"0.0"
"pos"	"X result in Y"	"X manifest by Y"	"0.0"
"pos"	"X develop Y"	"X contract Y"	"0.0"
"pos"	"X begin with Y"	"X be with Y"	"0.0"
"pos"	"X contain Y"	"X make from Y"	"0.0"
"pos"	"X control with Y"	"Y wipe X"	"0.0"
"pos"	"X lead to Y"	"X suggest Y"	"0.0"
"pos"	"X present with Y"	"Y be in X"	"0.0"
"pos"	"X combin with Y"	"X join with Y"	"0.0"
"pos"	"X respond to Y"	"Y decreas X"	"0.0"
"pos"	"X requir Y"	"X treat with Y"	"0.0"
"pos"	"X associ with Y"	"Y complic with X"	"0.0"
"pos"	"X preced by Y"	"X produc Y"	"0.0"
"pos"	"X indic Y"	"X suggest Y"	"0.0"
"pos"	"X accompani Y"	"Y associ with X"	"0.0"
"pos"	"X afford Y"	"X give Y"	"0.0"
"pos"	"X indic Y"	"Y present with X"	"0.0"
"pos"	"X order for Y"	"X requir for Y"	"0.0"
"pos"	"X lead to Y"	"X caus Y"	"0.0"
"pos"	"X mean Y"	"X involv Y"	"0.0"
"pos"	"X form from Y"	"X deriv from Y"	"0.0"
"pos"	"X begin as Y"	"X associ with Y"	"0.0"
"pos"	"X reduc Y"	"X prescrib for Y"	"0.0"
"pos"	"X occur in Y"	"X be in Y"	"0.0"
"pos"	"X confound with Y"	"Y confus with X"	"0.0"
"pos"	"X mask Y"	"Y respond to X"	"0.0"
"pos"	"X indic Y"	"X occur in Y"	"0.0"
"pos"	"X be for Y"	"X take for Y"	"0.0"
"pos"	"X administ dure Y"	"X us dure Y"	"0.0"
"pos"	"X control Y"	"X reliev Y"	"0.0"
"pos"	"X treat by Y"	"X treat with Y"	"0.0"
"pos"	"X respond to Y"	"Y treat X"	"0.0"
"pos"	"X develop from Y"	"Y caus X"	"0.0"
"pos"	"X treat with Y"	"Y reliev X"	"0.0"
"pos"	"X treat by Y"	"Y requir for X"	"0.0"
"pos"	"X provid from Y"	"X prescrib for Y"	"0.0"
"pos"	"X us Y"	"Y be in X"	"0.0"
"pos"	"X result from Y"	"Y produc X"	"0.0"
"pos"	"X manag with Y"	"X reliev with Y"	"0.0"
"pos"	"X attribut to Y"	"Y produc X"	"0.0"
"pos"	"X develop in Y"	"Y affect with X"	"0.0"
"pos"	"X caus Y"	"Y occur dure X"	"0.0"
"pos"	"X be in Y"	"Y us X"	"0.0"
"pos"	"X manag with Y"	"Y need for X"	"0.0"
"pos"	"X spread Y"	"X carri Y"	"0.0"
"pos"	"X contribut to Y"	"X associ with Y"	"0.0"
"pos"	"X caus Y"	"Y produc by X"	"0.0"
"pos"	"X associ with Y"	"Y present with X"	"0.0"
"pos"	"X be against Y"	"Y treat with X"	"0.0"
"pos"	"X caus Y"	"Y follow X"	"0.0"
"pos"	"X prescrib for Y"	"Y control with X"	"0.0"
"pos"	"X reliev by Y"	"X control by Y"	"0.0"
"pos"	"X occur after Y"	"Y caus X"	"0.0"
"pos"	"X produc Y"	"Y deriv from X"	"0.0"
"pos"	"X mean Y"	"X impli Y"	"0.0"
"pos"	"X correct by Y"	"Y reliev X"	"0.0"
"pos"	"X reliev with Y"	"Y allevi X"	"0.0"
"pos"	"X accompani Y"	"Y caus X"	"0.0"
"pos"	"X induc by Y"	"Y lead to X"	"0.0"
"pos"	"X meet Y"	"X combin with Y"	"0.0"
"pos"	"X recommend for Y"	"X be in Y"	"0.0"
"pos"	"X requir Y"	"Y us for X"	"0.0"
"pos"	"X be against Y"	"Y kill by X"	"0.0"
"pos"	"X character by Y"	"X appear as Y"	"0.0"
"pos"	"X be against Y"	"X destroi Y"	"0.0"
"pos"	"X achiev with Y"	"Y be in X"	"0.0"
"pos"	"X transmit by Y"	"X be in Y"	"0.0"
"pos"	"X provid from Y"	"X reduc Y"	"0.0"
"pos"	"X lead to Y"	"Y occur from X"	"0.0"
"pos"	"X lead to Y"	"Y complic X"	"0.0"
"pos"	"X unit with Y"	"X meet Y"	"0.0"
"pos"	"X result from Y"	"Y present as X"	"0.0"
"pos"	"X control with Y"	"Y be in X"	"0.0"
"pos"	"X correct by Y"	"X requir Y"	"0.0"
"pos"	"X emploi as Y"	"X us as Y"	"0.0"
"pos"	"X follow Y"	"X be in Y"	"0.0"
"pos"	"X involv Y"	"Y suggest X"	"0.0"
"pos"	"X prescrib for Y"	"X us for Y"	"0.0"
"pos"	"X present as Y"	"X character by Y"	"0.0"
"pos"	"X compos of Y"	"X consist of Y"	"0.0"
"pos"	"X manag with Y"	"X respond to Y"	"0.0"
"pos"	"X caus Y"	"X accompani with Y"	"0.0"
"pos"	"X give to Y"	"X caus Y"	"0.0"
"pos"	"X indic for Y"	"X reduc Y"	"0.0"
"pos"	"X control Y"	"X provid from Y"	"0.0"
"pos"	"X reliev with Y"	"X respond to Y"	"0.0"
"pos"	"X join with Y"	"X meet Y"	"0.0"
"pos"	"X give Y"	"Y provid by X"	"0.0"
"pos"	"X confin to Y"	"X involv Y"	"0.0"
"pos"	"X deriv from Y"	"X form from Y"	"0.0"
"pos"	"X administ dure Y"	"X us in Y"	"0.0"
"pos"	"X reliev with Y"	"X control with Y"	"0.0"
"pos"	"X prescrib for Y"	"X afford Y"	"0.0"
"pos"	"X us Y"	"Y recommend for X"	"0.0"
"pos"	"X respond to Y"	"Y be for X"	"0.0"
"pos"	"X die of Y"	"X get Y"	"0.0"
"pos"	"X affect Y"	"X occur in Y"	"0.0"
"pos"	"X contain Y"	"X carri Y"	"0.0"
"pos"	"X caus by Y"	"Y contribut to X"	"0.0"
"pos"	"X provid Y"	"X indic for Y"	"0.0"
"pos"	"X associ with Y"	"X present as Y"	"0.0"
"pos"	"X be for Y"	"X help Y"	"0.0"
"pos"	"X discharg Y"	"X produc Y"	"0.0"
"pos"	"X prescrib for Y"	"X reliev Y"	"0.0"
"pos"	"X cure Y"	"X prescrib for Y"	"0.0"
"pos"	"X caus Y"	"X preced by Y"	"0.0"
"pos"	"X mean Y"	"X accompani by Y"	"0.0"
"pos"	"X treat by Y"	"X control with Y"	"0.0"
"pos"	"X reliev Y"	"X prevent Y"	"0.0"
"pos"	"X suggest Y"	"X relat to Y"	"0.0"
"pos"	"X help Y"	"Y control with X"	"0.0"
"pos"	"X isol from Y"	"Y produc X"	"0.0"
"pos"	"X us for Y"	"Y be with X"	"0.0"
"pos"	"X take Y"	"X treat with Y"	"0.0"
"pos"	"X be against Y"	"Y control with X"	"0.0"
"pos"	"X caus by Y"	"Y suggest X"	"0.0"
"pos"	"X induc by Y"	"Y caus X"	"0.0"
"pos"	"X associ with Y"	"X manifest as Y"	"0.0"
"pos"	"X occur with Y"	"Y suggest X"	"0.0"
"pos"	"X reliev by Y"	"Y correct X"	"0.0"
"pos"	"X be in Y"	"X observ in Y"	"0.0"
"pos"	"X prescrib for Y"	"Y treat by X"	"0.0"
"pos"	"X give for Y"	"X us for Y"	"0.0"
"pos"	"X reliev Y"	"X order for Y"	"0.0"
"pos"	"X give for Y"	"X order for Y"	"0.0"
"pos"	"X affect Y"	"Y have X"	"0.0"
"pos"	"X allevi Y"	"X control Y"	"0.0"
"pos"	"X occur with Y"	"X present with Y"	"0.0"
"pos"	"X give to Y"	"Y result from X"	"0.0"
"pos"	"X occur from Y"	"X follow Y"	"0.0"
"pos"	"X be with Y"	"Y be for X"	"0.0"
"pos"	"X us as Y"	"Y compos of X"	"0.0"
"pos"	"X protect from Y"	"X prevent Y"	"0.0"
"pos"	"X convert Y"	"Y convert by X"	"0.0"
"pos"	"X result in Y"	"Y occur after X"	"0.0"
"pos"	"X indic Y"	"Y begin with X"	"0.0"
"pos"	"X enter Y"	"X penetr Y"	"0.0"
"pos"	"X result in Y"	"Y relat to X"	"0.0"
"pos"	"X erad Y"	"Y affect by X"	"0.0"
"pos"	"X treat Y"	"X prevent Y"	"0.0"
"pos"	"X give for Y"	"Y manag with X"	"0.0"
"pos"	"X be for Y"	"Y obtain with X"	"0.0"
"pos"	"X caus by Y"	"X occur from Y"	"0.0"
"pos"	"X accompani Y"	"Y follow by X"	"0.0"
"pos"	"X follow by Y"	"Y succe to X"	"0.0"
"pos"	"X make Y"	"X releas Y"	"0.0"
"pos"	"X result in Y"	"Y accompani X"	"0.0"
"pos"	"X complic Y"	"Y lead to X"	"0.0"
"pos"	"X meet Y"	"Y encount X"	"0.0"
"pos"	"X kill Y"	"X elimin Y"	"0.0"
"pos"	"X meet Y"	"X encount Y"	"0.0"
"pos"	"X result from Y"	"X occur after Y"	"0.0"
"pos"	"X occur with Y"	"X complic Y"	"0.0"
"pos"	"X relat to Y"	"Y lead to X"	"0.0"
"pos"	"X present as Y"	"Y associ with X"	"0.0"
"pos"	"X affect with Y"	"Y occur in X"	"0.0"
"pos"	"X us for Y"	"X us dure Y"	"0.0"
"pos"	"X administ to Y"	"X be in Y"	"0.0"
"pos"	"X reserv for Y"	"Y treat with X"	"0.0"
"pos"	"X take for Y"	"Y reliev by X"	"0.0"
"pos"	"X follow Y"	"X complic by Y"	"0.0"
"pos"	"X result in Y"	"X give to Y"	"0.0"
"pos"	"X transmit to Y"	"X affect Y"	"0.0"
"pos"	"X complic Y"	"X accompani Y"	"0.0"
"pos"	"X allevi Y"	"Y manag with X"	"0.0"
"pos"	"X die of Y"	"X expos to Y"	"0.0"
"pos"	"X reliev by Y"	"Y control X"	"0.0"
"pos"	"X treat with Y"	"Y decreas X"	"0.0"
"pos"	"X complic with Y"	"X associ with Y"	"0.0"
"pos"	"X result in Y"	"Y caus X"	"0.0"
"pos"	"X contain Y"	"X prepar from Y"	"0.0"
"pos"	"X requir for Y"	"Y manag with X"	"0.0"
"pos"	"X produc Y"	"X aggrav Y"	"0.0"
"pos"	"X indic Y"	"Y manifest by X"	"0.0"
"pos"	"X contribut to Y"	"X result in Y"	"0.0"
"pos"	"X be in Y"	"Y cure by X"	"0.0"
"pos"	"X involv Y"	"X confin to Y"	"0.0"
"pos"	"X control Y"	"X order for Y"	"0.0"
"pos"	"X suggest Y"	"X lead to Y"	"0.0"
"pos"	"X cure by Y"	"X treat with Y"	"0.0"
"pos"	"X erad Y"	"Y control with X"	"0.0"
"pos"	"X combin with Y"	"X unit with Y"	"0.0"
"pos"	"X confus with Y"	"X differ from Y"	"0.0"
"pos"	"X be in Y"	"Y transmit X"	"0.0"
"pos"	"X produc Y"	"Y see in X"	"0.0"
"pos"	"X manifest by Y"	"X present with Y"	"0.0"
"pos"	"X control by Y"	"Y provid from X"	"0.0"
"pos"	"X allevi Y"	"X us for Y"	"0.0"
"pos"	"X requir for Y"	"Y achiev with X"	"0.0"
"pos"	"X control Y"	"X treat Y"	"0.0"
"pos"	"X impli Y"	"X caus Y"	"0.0"
"pos"	"X see in Y"	"Y present with X"	"0.0"
"pos"	"X altern with Y"	"Y follow by X"	"0.0"
"pos"	"X precipit Y"	"X caus Y"	"0.0"
"pos"	"X includ Y"	"X character by Y"	"0.0"
"pos"	"X character by Y"	"X involv Y"	"0.0"
"pos"	"X suffer from Y"	"X have Y"	"0.0"
"pos"	"X reliev with Y"	"Y prescrib for X"	"0.0"
"pos"	"X give to Y"	"Y follow X"	"0.0"
"pos"	"X correct Y"	"Y treat with X"	"0.0"
"pos"	"X associ with Y"	"Y occur with X"	"0.0"
"pos"	"X develop from Y"	"Y lead to X"	"0.0"
"pos"	"X mean Y"	"X refer to Y"	"0.0"
"pos"	"X elimin Y"	"Y prevent by X"	"0.0"
"pos"	"X compos of Y"	"X base on Y"	"0.0"
"pos"	"X prescrib for Y"	"X be for Y"	"0.0"
"pos"	"X us in Y"	"X us as Y"	"0.0"
"pos"	"X licens for Y"	"X indic for Y"	"0.0"
"pos"	"X be for Y"	"X us in Y"	"0.0"
"pos"	"X includ Y"	"X contain Y"	"0.0"
"pos"	"X see in Y"	"Y caus X"	"0.0"
"pos"	"X associ with Y"	"X occur with Y"	"0.0"
"pos"	"X treat with Y"	"X give Y"	"0.0"
"pos"	"X infect with Y"	"X carri Y"	"0.0"
"pos"	"X achiev with Y"	"Y requir for X"	"0.0"
"pos"	"X invent Y"	"X find Y"	"0.0"
"pos"	"X associ with Y"	"Y caus by X"	"0.0"
"pos"	"X correct with Y"	"X treat with Y"	"0.0"
"pos"	"X caus by Y"	"X indic Y"	"0.0"
"pos"	"X caus by Y"	"Y character by X"	"0.0"
"pos"	"X lead to Y"	"X follow by Y"	"0.0"
"pos"	"X indic Y"	"X associ with Y"	"0.0"
"pos"	"X be in Y"	"Y consist of X"	"0.0"
"pos"	"X contain Y"	"X receiv Y"	"0.0"
"pos"	"X cure with Y"	"X control by Y"	"0.0"
"pos"	"X transmit Y"	"Y find in X"	"0.0"
"pos"	"X treat with Y"	"Y reduc X"	"0.0"
"pos"	"X reliev with Y"	"X manag with Y"	"0.0"
"pos"	"X receiv Y"	"Y be in X"	"0.0"
"pos"	"X accompani by Y"	"Y occur with X"	"0.0"
"pos"	"X develop Y"	"X transmit Y"	"0.0"
"pos"	"X us dure Y"	"X give dure Y"	"0.0"
"pos"	"X decreas Y"	"X reliev Y"	"0.0"
"pos"	"X invent Y"	"X discov Y"	"0.0"
"pos"	"X treat by Y"	"X control by Y"	"0.0"
"pos"	"X kill Y"	"X be for Y"	"0.0"
"pos"	"X respond to Y"	"Y be against X"	"0.0"
"pos"	"X caus Y"	"X precipit Y"	"0.0"
"pos"	"X preced Y"	"Y complic X"	"0.0"
"pos"	"X provid from Y"	"X give for Y"	"0.0"
"pos"	"X respond to Y"	"X reliev with Y"	"0.0"
"pos"	"X fertil by Y"	"X penetr by Y"	"0.0"
"pos"	"X fertil Y"	"X inject into Y"	"0.0"
"pos"	"X appear in Y"	"X find in Y"	"0.0"
"pos"	"X give to Y"	"X altern with Y"	"0.0"
"pos"	"X us for Y"	"X allevi Y"	"0.0"
"pos"	"X preced by Y"	"Y occur in X"	"0.0"
"pos"	"X refer to Y"	"X involv Y"	"0.0"
"pos"	"X see with Y"	"X associ with Y"	"0.0"
"pos"	"X character by Y"	"Y indic X"	"0.0"
"pos"	"X lead to Y"	"Y caus by X"	"0.0"
"pos"	"X relat to Y"	"X suggest Y"	"0.0"
"pos"	"X result from Y"	"X caus by Y"	"0.0"
"pos"	"X develop in Y"	"X occur in Y"	"0.0"
"pos"	"X prescrib for Y"	"X allevi Y"	"0.0"
"pos"	"X contain Y"	"Y obtain from X"	"0.0"
"pos"	"X see in Y"	"X associ with Y"	"0.0"
"pos"	"X occur in Y"	"X associ with Y"	"0.0"
"pos"	"X break Y"	"X hydrolyz Y"	"0.0"
"pos"	"X increas Y"	"X associ with Y"	"0.0"
"pos"	"X present Y"	"Y find in X"	"0.0"
"pos"	"X requir for Y"	"Y treat with X"	"0.0"
"pos"	"X know as Y"	"X includ Y"	"0.0"
"pos"	"X be for Y"	"X administ for Y"	"0.0"
"pos"	"X give for Y"	"Y reliev with X"	"0.0"
"pos"	"X transmit Y"	"Y be in X"	"0.0"
"pos"	"X infect with Y"	"Y transmit by X"	"0.0"
"pos"	"X treat with Y"	"Y need for X"	"0.0"
"pos"	"X associ with Y"	"Y begin as X"	"0.0"
"pos"	"X requir for Y"	"X administ for Y"	"0.0"
"pos"	"X differ from Y"	"Y distinguish from X"	"0.0"
"pos"	"X need for Y"	"X administ for Y"	"0.0"
"pos"	"X character by Y"	"X occur in Y"	"0.0"
"pos"	"X develop for Y"	"X recommend for Y"	"0.0"
"pos"	"X us for Y"	"X licens for Y"	"0.0"
"pos"	"X prescrib for Y"	"Y respond to X"	"0.0"
"pos"	"X occur after Y"	"Y follow by X"	"0.0"
"pos"	"X induc Y"	"X caus Y"	"0.0"
"pos"	"X produc Y"	"Y occur from X"	"0.0"
"pos"	"X produc by Y"	"X secret by Y"	"0.0"
"pos"	"X die of Y"	"Y kill X"	"0.0"
"pos"	"X kill Y"	"Y control with X"	"0.0"
"pos"	"X precipit Y"	"X trigger Y"	"0.0"
"pos"	"X unit with Y"	"Y join with X"	"0.0"
"pos"	"X digest Y"	"X break Y"	"0.0"
"pos"	"X control with Y"	"Y indic for X"	"0.0"
"pos"	"X be against Y"	"X wipe Y"	"0.0"
"pos"	"X accompani Y"	"X caus Y"	"0.0"
"pos"	"X us dure Y"	"X us in Y"	"0.0"
"pos"	"X indic Y"	"Y occur with X"	"0.0"
"pos"	"X produc Y"	"X contribut to Y"	"0.0"
"pos"	"X lead to Y"	"Y result from X"	"0.0"
"pos"	"X associ with Y"	"X involv Y"	"0.0"
"pos"	"X start with Y"	"Y suggest X"	"0.0"
"pos"	"X licens for Y"	"X us in Y"	"0.0"
"pos"	"X encount Y"	"Y meet X"	"0.0"
"pos"	"X present as Y"	"X associ with Y"	"0.0"
"pos"	"X control by Y"	"Y prevent X"	"0.0"
"pos"	"X mean Y"	"Y caus X"	"0.0"
"pos"	"X treat Y"	"Y respond to X"	"0.0"
"pos"	"X precipit Y"	"X lead to Y"	"0.0"
"pos"	"X lead to Y"	"Y occur with X"	"0.0"
"pos"	"X us for Y"	"Y respond to X"	"0.0"
"pos"	"X requir for Y"	"X order for Y"	"0.0"
"pos"	"X wipe Y"	"X be against Y"	"0.0"
"pos"	"X impli Y"	"X mean Y"	"0.0"
"pos"	"X lead to Y"	"Y prevent by X"	"0.0"
"pos"	"X provid from Y"	"Y control with X"	"0.0"
"pos"	"X lead to Y"	"Y relat to X"	"0.0"
"pos"	"X order for Y"	"Y control with X"	"0.0"
"pos"	"X confus with Y"	"Y distinguish from X"	"0.0"
"pos"	"X associ with Y"	"Y come with X"	"0.0"
"pos"	"X reliev by Y"	"X correct by Y"	"0.0"
"pos"	"X achiev with Y"	"X obtain with Y"	"0.0"
"pos"	"X us in Y"	"X recommend for Y"	"0.0"
"pos"	"X us for Y"	"X give to Y"	"0.0"
"pos"	"X reliev Y"	"Y correct by X"	"0.0"
"pos"	"X prescrib for Y"	"X administ for Y"	"0.0"
"pos"	"X prescrib for Y"	"Y obtain with X"	"0.0"
"pos"	"X manifest by Y"	"X result in Y"	"0.0"
"pos"	"X develop into Y"	"X suggest Y"	"0.0"
"pos"	"X find in Y"	"Y contain X"	"0.0"
"pos"	"X us Y"	"Y us for X"	"0.0"
"pos"	"X result from Y"	"Y complic by X"	"0.0"
"pos"	"X confound with Y"	"X resembl Y"	"0.0"
"pos"	"X inject into Y"	"X get into Y"	"0.0"
"pos"	"X control by Y"	"Y allevi X"	"0.0"
"pos"	"X prevent by Y"	"X control by Y"	"0.0"
"pos"	"X complic by Y"	"Y complic X"	"0.0"
"pos"	"X result from Y"	"X be in Y"	"0.0"
"pos"	"X find in Y"	"X see in Y"	"0.0"
"pos"	"X develop into Y"	"Y associ with X"	"0.0"
"pos"	"X give for Y"	"X requir for Y"	"0.0"
"pos"	"X control with Y"	"X treat with Y"	"0.0"
"pos"	"X suggest Y"	"Y present as X"	"0.0"
"pos"	"X treat by Y"	"Y order for X"	"0.0"
"pos"	"X requir for Y"	"X us for Y"	"0.0"
"pos"	"X caus by Y"	"X mean Y"	"0.0"
"pos"	"X carri Y"	"X contain Y"	"0.0"
"pos"	"X control with Y"	"Y prescrib for X"	"0.0"
"pos"	"X prescrib for Y"	"X order for Y"	"0.0"
"pos"	"X us for Y"	"Y provid by X"	"0.0"
"pos"	"X occur after Y"	"X associ with Y"	"0.0"
"pos"	"X occur in Y"	"X be dure Y"	"0.0"
"pos"	"X produc Y"	"Y obtain with X"	"0.0"
"pos"	"X reduc Y"	"Y control with X"	"0.0"
"pos"	"X hydrolyz Y"	"X digest Y"	"0.0"
"pos"	"X obtain from Y"	"Y provid X"	"0.0"
"pos"	"X correct by Y"	"Y prevent X"	"0.0"
"pos"	"X respond to Y"	"Y reliev X"	"0.0"
"pos"	"X control Y"	"Y control by X"	"0.0"
"pos"	"X enter Y"	"X fertil Y"	"0.0"
"pos"	"X us in Y"	"Y be with X"	"0.0"
"pos"	"X control by Y"	"X manag with Y"	"0.0"
"pos"	"X convert to Y"	"X metabol to Y"	"0.0"
"pos"	"X order for Y"	"X be for Y"	"0.0"
"pos"	"X result from Y"	"X occur from Y"	"0.0"
"pos"	"X control with Y"	"Y control X"	"0.0"
"pos"	"X die of Y"	"X have Y"	"0.0"
"pos"	"X take for Y"	"X reliev Y"	"0.0"
"pos"	"X infect Y"	"X affect Y"	"0.0"
"pos"	"X occur in Y"	"Y preced by X"	"0.0"
"pos"	"X attack Y"	"Y affect by X"	"0.0"
"pos"	"X be for Y"	"X licens for Y"	"0.0"
"pos"	"X administ for Y"	"X us for Y"	"0.0"
"pos"	"X be in Y"	"X need for Y"	"0.0"
"pos"	"X afford Y"	"X be for Y"	"0.0"
"pos"	"X refer to Y"	"Y includ X"	"0.0"
"pos"	"X us for Y"	"Y afford by X"	"0.0"
"pos"	"X occur with Y"	"Y occur in X"	"0.0"
"pos"	"X cure with Y"	"X treat with Y"	"0.0"
"pos"	"X occur from Y"	"X associ with Y"	"0.0"
"pos"	"X treat by Y"	"X cure with Y"	"0.0"
"pos"	"X follow by Y"	"X caus Y"	"0.0"
"pos"	"X respond to Y"	"Y help X"	"0.0"
"pos"	"X prevent Y"	"Y correct by X"	"0.0"
"pos"	"X suggest Y"	"Y caus by X"	"0.0"
"pos"	"X occur dure Y"	"X be in Y"	"0.0"
"pos"	"X caus Y"	"Y develop after X"	"0.0"
"pos"	"X order for Y"	"X reliev Y"	"0.0"
"pos"	"X allevi Y"	"X give for Y"	"0.0"
"pos"	"X us as Y"	"X give as Y"	"0.0"
"pos"	"X give Y"	"X us for Y"	"0.0"
"pos"	"X contain Y"	"X provid Y"	"0.0"
"pos"	"X offer Y"	"X give Y"	"0.0"
"pos"	"X have Y"	"X contain Y"	"0.0"
"pos"	"X need for Y"	"Y requir X"	"0.0"
"pos"	"X develop into Y"	"X turn to Y"	"0.0"
"pos"	"X respond to Y"	"Y give for X"	"0.0"
"pos"	"X promot Y"	"X produc Y"	"0.0"
"pos"	"X cure by Y"	"Y elimin X"	"0.0"
"pos"	"X accompani by Y"	"X follow by Y"	"0.0"
"pos"	"X bring Y"	"X produc Y"	"0.0"
"pos"	"X character by Y"	"Y relat to X"	"0.0"
"pos"	"X caus by Y"	"Y develop X"	"0.0"
"pos"	"X treat by Y"	"X cure by Y"	"0.0"
"pos"	"X begin with Y"	"X consist of Y"	"0.0"
"pos"	"X give Y"	"X provid Y"	"0.0"
"pos"	"X requir Y"	"Y us in X"	"0.0"
"pos"	"X follow Y"	"Y termin in X"	"0.0"
"pos"	"X follow Y"	"X accompani by Y"	"0.0"
"pos"	"X affect Y"	"X transmit to Y"	"0.0"
"pos"	"X associ with Y"	"X contribut to Y"	"0.0"
"pos"	"X associ with Y"	"Y occur after X"	"0.0"
"pos"	"X suggest Y"	"Y involv X"	"0.0"
"pos"	"X distinguish from Y"	"Y distinguish from X"	"0.0"
"pos"	"X caus Y"	"X result from Y"	"0.0"
"pos"	"X encount Y"	"X unit with Y"	"0.0"
"pos"	"X us in Y"	"Y requir X"	"0.0"
"pos"	"X associ with Y"	"X present with Y"	"0.0"
"pos"	"X reliev with Y"	"Y be in X"	"0.0"
"pos"	"X treat with Y"	"Y give to X"	"0.0"
"pos"	"X treat by Y"	"X requir Y"	"0.0"
"pos"	"X releas Y"	"X produc Y"	"0.0"
"pos"	"X begin with Y"	"Y caus by X"	"0.0"
"pos"	"X present as Y"	"X lead to Y"	"0.0"
"pos"	"X follow by Y"	"Y occur after X"	"0.0"
"pos"	"X indic for Y"	"Y control by X"	"0.0"
"pos"	"X come with Y"	"Y associ with X"	"0.0"
"pos"	"X give Y"	"Y afford by X"	"0.0"
"pos"	"X obtain from Y"	"Y contain X"	"0.0"
"pos"	"X give Y"	"X afford Y"	"0.0"
"pos"	"X control with Y"	"Y need for X"	"0.0"
"pos"	"X recommend for Y"	"X give Y"	"0.0"
"pos"	"X result in Y"	"Y follow X"	"0.0"
"pos"	"X associ with Y"	"Y develop with X"	"0.0"
"pos"	"X result from Y"	"X develop from Y"	"0.0"
"pos"	"X see in Y"	"X be in Y"	"0.0"
